rarity;cardId;dbfId;name;cardSet;type;text;playerClass;locale;mechanics;faction;health;collectible;img;imgGold;attack;race;cost;flavor;artist;howToGet;howToGetGold;durability;elite;multiClassGroup;classes;armor;Taunt;Overload;ImmuneToSpellpower;Charge;Battlecry;Freeze;Divine Shield;Secret;Aura;Spell Damage;Windfury;AdjacentBuff;Poisonous;Discover;Silence;Stealth;Deathrattle;AffectedBySpellPower;Combo;Lifesteal;Inspire;InvisibleDeathrattle;AIMustPlay;Jade Golem;Adapt;Quest;Recruit;Rush;Echo;Magnetic;Overkill;Twinspell;Reborn;number mechanics
Legendary;AT_127;2683;Nexus-Champion Saraad;The Grand Tournament;Minion;inspire add a random spell to your hand ;Neutral;enUS;Inspire;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_127.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_127_premium.gif;4.0;None;5.0;The ethereals have their own jousting tournament, and Saraad is the reigning champion.  Also he won the ethereal hot dog eating contest.;Marcelo Vignali;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Common;AT_101;2521;Pit Fighter;The Grand Tournament;Minion;;Neutral;enUS;None;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_101.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_101_premium.gif;5.0;None;5.0;What did the pits ever do to you?;Alex Horley Orlandelli;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Rare;AT_010;2552;Ram Wrangler;The Grand Tournament;Minion;battlecry if you have a beast summon a random beast ;Hunter;enUS;Battlecry;None;3.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_010.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_010_premium.gif;3.0;None;5.0;Not getting trampled is really the trick here.;Brandon Kitkouski;False;False;0.0;False;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Epic;AT_113;2509;Recruiter;The Grand Tournament;Minion;inspire add a 2 2 squire to your hand ;Neutral;enUS;Inspire;None;4.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_113.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_113_premium.gif;5.0;None;5.0;Join the Argent Crusade!  We have attractive tabards and you get to carry really nice swords!;Jim Nelson;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Common;AT_028;2765;Shado-Pan Rider;The Grand Tournament;Minion;combo gain 3 attack ;Rogue;enUS;Combo;None;7.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_028.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_028_premium.gif;3.0;None;5.0;He needed a break after that business in the Vale of Eternal Blossoms. Naturally, he chose to spend his vacation in an icy snowscape killing monsters.;Ryan Metcalf;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Rare;AT_049;2615;Thunder Bluff Valiant;The Grand Tournament;Minion;inspire give your totems 2 attack ;Shaman;enUS;Inspire;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_049.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_049_premium.gif;3.0;None;5.0;Allowing totems to attack is not cheating.  I mean, there isn't anything in the rule books about it.;Sean McNally;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Rare;AT_104;2504;Tuskarr Jouster;The Grand Tournament;Minion;battlecry reveal a minion in each deck if yours costs more restore 7 health to your hero ;Paladin;enUS;Battlecry;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_104.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_104_premium.gif;5.0;None;5.0;Just could not be talked out of using his turtle for the joust...;Skan Srisuwan;False;False;0.0;False;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Rare;AT_062;2483;Ball of Spiders;The Grand Tournament;Spell;summon three 1 1 webspinners ;Hunter;enUS;None;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_062.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_062_premium.gif;0.0;None;6.0;"""THEY'RE EVERYWHERE GET THEM OFF!!!"" - Everyone";Skan Srisuwan;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Legendary;AT_124;2595;Bolf Ramshield;The Grand Tournament;Minion;whenever your hero takes damage this minion takes it instead ;Neutral;enUS;None;None;9.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_124.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_124_premium.gif;3.0;None;6.0;Bolf keeps coming in 2nd at the Grand Tournament.  It might be his year this year, if Lebron doesn't enter.;Wayne Reynolds;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Epic;AT_008;2544;Coldarra Drake;The Grand Tournament;Minion;you can use your hero power any number of times ;Mage;enUS;None;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_008.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_008_premium.gif;6.0;Dragon;6.0;"The Grand Tournament has a ""No dragons allowed"" policy, but it's rarely enforced.";Christopher Moeller;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Epic;AT_025;2632;Dark Bargain;The Grand Tournament;Spell;destroy 2 random enemy minions discard 2 random cards ;Warlock;enUS;None;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_025.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_025_premium.gif;0.0;None;6.0;A prime example of lose-lose negotiating.;Paul Mafayon;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Epic;AT_078;2654;Enter the Coliseum;The Grand Tournament;Spell;destroy all minions except each player s highest attack minion ;Paladin;enUS;None;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_078.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_078_premium.gif;0.0;None;6.0;You have to get past the vendors first.  So many are lost to shopping...;Mauricio Herrera;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Epic;AT_118;2510;Grand Crusader;The Grand Tournament;Minion;battlecry add a random paladin card to your hand ;Neutral;enUS;Battlecry;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_118.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_118_premium.gif;5.0;None;6.0;A veteran of a number of crusades, she is a force for light and goodness.  Her latest crusade is against goblin telemarketers.;Todd Lockwood;False;False;0.0;False;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;AT_132;2736;Justicar Trueheart;The Grand Tournament;Minion;battlecry replace your starting hero power with a better one ;Neutral;enUS;Battlecry;None;3.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_132.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_132_premium.gif;6.0;None;6.0;It's like putting racing stripes and a giant spoiler on your hero power.;Jomaro Kindred;False;False;0.0;True;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Epic;AT_099;2598;Kodorider;The Grand Tournament;Minion;inspire summon a 3 5 war kodo ;Neutral;enUS;Inspire;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_099.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_099_premium.gif;3.0;None;6.0;Someone called her a Rhinorider, and she's NOT HAPPY.;Ben Wootten;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Rare;AT_112;2507;Master Jouster;The Grand Tournament;Minion;battlecry reveal a minion in each deck if yours costs more gain taunt and divine shield ;Neutral;enUS;Divine Shield,Taunt,Battlecry;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_112.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_112_premium.gif;5.0;None;6.0;Needs just a few more ratings points to become Grandmaster Jouster.;Penny Arcade;False;False;0.0;False;;;0.0;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;3.0
Rare;AT_088;2491;Mogor's Champion;The Grand Tournament;Minion;50 chance to attack the wrong enemy ;Neutral;enUS;None;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_088.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_088_premium.gif;8.0;None;6.0;This champion has learned from the best.  Except for his target selection.;Steve Prescott;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Epic;AT_079;2726;Mysterious Challenger;The Grand Tournament;Minion;battlecry put one of each secret from your deck into the battlefield ;Paladin;enUS;Secret,Battlecry;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_079.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_079_premium.gif;6.0;None;6.0;He may sound surly and antisocial, but he's actually just really shy.;Zoltan Boros;False;False;0.0;False;;;0.0;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2.0
Epic;AT_130;2723;Sea Reaver;The Grand Tournament;Minion;when you draw this deal 1 damage to your minions ;Warrior;enUS;None;None;7.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_130.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_130_premium.gif;6.0;None;6.0;A little better than Sea Minus Reaver.;James Ryman;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Epic;AT_098;2573;Sideshow Spelleater;The Grand Tournament;Minion;battlecry copy your opponent s hero power ;Neutral;enUS;Battlecry;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_098.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_098_premium.gif;6.0;None;6.0;Hey!  Let me try that...;Wayne Reynolds;False;False;0.0;False;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;AT_054;2618;The Mistcaller;The Grand Tournament;Minion;battlecry give all minions in your hand and deck 1 1 ;Shaman;enUS;Battlecry;None;4.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_054.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_054_premium.gif;4.0;None;6.0;"Calling the mist doesn't sound all that great.  ""Ooooh, it is slightly damp now!""";Wei Wang;False;False;0.0;True;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;AT_128;2681;The Skeleton Knight;The Grand Tournament;Minion;deathrattle reveal a minion in each deck if yours costs more return this to your hand ;Neutral;enUS;Deathrattle;None;4.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_128.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_128_premium.gif;7.0;None;6.0;Apparently it really was just a flesh wound.;Mike Sass;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Rare;AT_023;2537;Void Crusher;The Grand Tournament;Minion;inspire destroy a random minion for each player ;Warlock;enUS;Inspire;None;4.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_023.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_023_premium.gif;5.0;Demon;6.0;"We like to call him ""Wesley"".";Skan Srisuwan;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;AT_027;2621;Wilfred Fizzlebang;The Grand Tournament;Minion;cards you draw from your hero power cost 0 ;Warlock;enUS;None;None;4.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_027.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_027_premium.gif;4.0;None;6.0;He can summon anything, even a FEARSOME DOOMGUARD*.\n\n*He's pretty sure this is going to work out.;Tooth;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Legendary;AT_063;2633;Acidmaw;The Grand Tournament;Minion;whenever another minion takes damage destroy it ;Hunter;enUS;None;None;2.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_063.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_063_premium.gif;4.0;Beast;7.0;With the help of his trusty sidekick Dreadscale, the giant jormungar Acidmaw is ready to face any knight!;Andrew Hou;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Common;AT_102;2522;Captured Jormungar;The Grand Tournament;Minion;;Neutral;enUS;None;None;9.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_102.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_102_premium.gif;5.0;Beast;7.0;You can keep him, but you have to promise to feed him and clean out his tank every day!;Gonzalo Ordonez;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Legendary;AT_123;2682;Chillmaw;The Grand Tournament;Minion;taunt deathrattle if you re holding a dragon deal 3 damage to all minions ;Neutral;enUS;Deathrattle,Taunt;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_123.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_123_premium.gif;6.0;Dragon;7.0;Chillmaw keeps trying to ruin the Grand Tournament, and she would've done it too, if it weren't for those dang kids!;Raymond Swanland;False;False;0.0;True;;;0.0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2.0
Legendary;AT_018;2556;Confessor Paletress;The Grand Tournament;Minion;inspire summon a random legendary minion ;Priest;enUS;Inspire;None;4.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_018.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_018_premium.gif;5.0;None;7.0;She sees into your past and makes you face your fears.  Most common fear:  Getting Majordomo out of Sneed's Old Shredder.;Chris Rahn;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;AT_081;2727;Eadric the Pure;The Grand Tournament;Minion;battlecry change all enemy minions attack to 1 ;Paladin;enUS;Battlecry;None;7.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_081.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_081_premium.gif;3.0;None;7.0;Nobody rocks a monocle like Eadric.;James Ryman;False;False;0.0;True;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Common;AT_020;2624;Fearsome Doomguard;The Grand Tournament;Minion;;Warlock;enUS;None;None;8.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_020.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_020_premium.gif;6.0;Demon;7.0;They were originally called Cuddleguards, but they were not inspiring the proper amount of fear.;Anton Zemskov;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Rare;AT_041;2788;Knight of the Wild;The Grand Tournament;Minion;whenever you summon a beast reduce the cost of this card by 1 ;Druid;enUS;None;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_041.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_041_premium.gif;6.0;None;7.0;He gets a discount on the tournament entry fee because he is his own horse.;Ralph Horsley;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Legendary;AT_070;2757;Skycap'n Kragg;The Grand Tournament;Minion;charrrrrge costs 1 less for each friendly pirate ;Neutral;enUS;Charge;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_070.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_070_premium.gif;4.0;Pirate;7.0;What's more boss than riding a parrot with a jawbone for a shoulderpad while wielding a giant hook-lance-thing and wearing a pirate hat?  NOTHING.;Alex Horley Orlandelli;False;False;0.0;True;;;0.0;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;AT_009;2546;Rhonin;The Grand Tournament;Minion;deathrattle add 3 copies of arcane missiles to your hand ;Mage;enUS;Deathrattle;None;7.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_009.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_009_premium.gif;7.0;None;8.0;A masterless shamurai.;Zoltan & Gabor;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;AT_036;2586;Anub'arak;The Grand Tournament;Minion;deathrattle return this to your hand and summon a 4 4 nerubian ;Rogue;enUS;Deathrattle;None;4.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_036.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_036_premium.gif;8.0;None;9.0;Was actually a pretty nice guy before, you know, the whole Lich King thing.;Eric Braddock;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;AT_125;2725;Icehowl;The Grand Tournament;Minion;charge can t attack heroes ;Neutral;enUS;Charge;None;10.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_125.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_125_premium.gif;10.0;None;9.0;This massive yeti just closes his eyes and charges at the nearest target.  The nearest Target is a couple blocks away and has sick deals on skateboards.;John Polidora;False;False;0.0;True;;;0.0;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Common;AT_103;2520;North Sea Kraken;The Grand Tournament;Minion;battlecry deal 4 damage ;Neutral;enUS;Battlecry;None;7.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_103.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_103_premium.gif;9.0;Beast;9.0;You have no idea how tired this guy is of being released.;Seamus Gallagher;False;False;0.0;False;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;AT_045;2796;Aviana;The Grand Tournament;Minion;your minions cost 1 ;Druid;enUS;Aura;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_045.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_045_premium.gif;5.0;None;10.0;"Call her ""Tweety"".  She'll find it real funny.  I PROMISE.";Velvet Engine;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Epic;AT_120;2512;Frost Giant;The Grand Tournament;Minion;costs 1 less for each time you used your hero power this game ;Neutral;enUS;None;None;8.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_120.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_120_premium.gif;8.0;None;10.0;Don't ask him about the beard.  JUST DON'T.;Greg Staples;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Legendary;AT_072;2760;Varian Wrynn;The Grand Tournament;Minion;battlecry draw 3 cards put any minions you drew directly into the battlefield ;Warrior;enUS;Battlecry;None;7.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/AT_072.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/AT_072_premium.gif;7.0;None;10.0;Leader of the Alliance!  Father of Anduin!  Also he likes to play Arena, and he averages 12 wins.;Wei Wang;False;False;0.0;True;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Free;LOEA04_02;16231;Escape!;The League of Explorers;Hero Power;encounter new obstacles ;Neutral;enUS;AIMustPlay;None;0.0;False;http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA04_02.png;http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA04_02_premium.gif;0.0;None;0.0;;;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;1.0
Common;LOEA10_3;13879;Murloc Tinyfin;The League of Explorers;Minion;;Neutral;enUS;None;None;1.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/LOEA10_3.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/LOEA10_3_premium.gif;1.0;Murloc;0.0;High mortality rate, from often being hugged to death.;Oliver Chipping;True;True;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Rare;LOE_118;35025;Cursed Blade;The League of Explorers;Weapon;double all damage dealt to your hero ;Warrior;enUS;None;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/LOE_118.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/LOE_118_premium.gif;2.0;None;1.0;"The Curse is that you have to listen to ""MMMBop"" on repeat.";Craig Mullins;True;True;3.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Common;LOE_010;2882;Pit Snake;The League of Explorers;Minion;poisonous;Rogue;enUS;Poisonous;None;1.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/LOE_010.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/LOE_010_premium.gif;2.0;Beast;1.0;It could be worse.  It could be a Snake Pit.;Bernie Kang;True;True;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Common;LOE_115;13335;Raven Idol;The League of Explorers;Spell;choose one discover a minion or discover a spell ;Druid;enUS;Discover;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/LOE_115.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/LOE_115_premium.gif;0.0;None;1.0;Was petrified when it found out it didn't make the cut for Azerothian Idol.;A. J. Nazzaro;True;True;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Rare;LOE_116;13334;Reliquary Seeker;The League of Explorers;Minion;battlecry if you have 6 other minions gain 4 4 ;Warlock;enUS;Battlecry;None;1.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/LOE_116.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/LOE_116_premium.gif;1.0;None;1.0;The Reliquary considers itself the equal of the League of Explorers.  The League of Explorers doesn't.;Wayne Reynolds;True;True;0.0;False;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Common;LOE_027;2899;Sacred Trial;The League of Explorers;Spell;secret after your opponent has at least 3 minions and plays another destroy it ;Paladin;enUS;Secret;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/LOE_027.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/LOE_027_premium.gif;0.0;None;1.0;You have chosen poorly.;Zoltan Boros;True;True;0.0;False;;;0.0;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;LOE_076;2948;Sir Finley Mrrgglton;The League of Explorers;Minion;battlecry discover a new basic hero power ;Neutral;enUS;Discover,Battlecry;None;3.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/LOE_076.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/LOE_076_premium.gif;1.0;Murloc;1.0;In addition to fluent Common, he also speaks fourteen dialects of 'mrgl'.;Matt Dixon;True;True;0.0;True;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2.0
Common;LOE_018;2890;Tunnel Trogg;The League of Explorers;Minion;whenever you overload gain 1 attack per locked mana crystal ;Shaman;enUS;Overload;None;3.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/LOE_018.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/LOE_018_premium.gif;1.0;None;1.0;Sure, they're ugly, but they live in tunnels.  You try your beauty routine without natural light.;Andrew Hou;True;True;0.0;False;;;0.0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
